timestamp,ask,bid,mid,spread,health,state
2018-01-14 14:37:01.115475,1691775.0,1691165.0,1691470.0,3.61,,
2018-01-14 14:38:01.135524,1690590.0,1690090.0,1690340.0,2.96,,
2018-01-14 14:39:01.057106,1690940.0,1690785.0,1690862.5,0.92,,
2018-01-14 14:40:01.138542,1691550.0,1691505.0,1691527.5,0.27,,
2018-01-14 14:41:01.269342,1691545.0,1691540.0,1691542.5,0.03,,
2018-01-14 14:42:01.229991,1690950.0,1690945.0,1690947.5,0.03,,
2018-01-14 14:43:01.056069,1691065.0,1691000.0,1691032.5,0.38,,
2018-01-14 14:44:01.149357,1689445.0,1689360.0,1689402.5,0.5,,
2018-01-14 14:45:01.167469,1689620.0,1688710.0,1689165.0,5.39,,
2018-01-14 14:46:01.136593,1687025.0,1687000.0,1687012.5,0.15,,
2018-01-14 14:47:01.153479,1685335.0,1684720.0,1685027.5,3.65,,
2018-01-14 14:48:01.234851,1681790.0,1681650.0,1681720.0,0.83,,
2018-01-14 14:49:01.087431,1681595.0,1681240.0,1681417.5,2.11,,
2018-01-14 14:50:01.197784,1680365.0,1680050.0,1680207.5,1.87,,
2018-01-14 14:51:01.194381,1684970.0,1683630.0,1684300.0,7.96,,
2018-01-14 14:52:01.235731,1683170.0,1683000.0,1683085.0,1.01,,
2018-01-14 14:53:01.137077,1684130.0,1683810.0,1683970.0,1.9,,
2018-01-14 14:54:01.129178,1685025.0,1685020.0,1685022.5,0.03,,
2018-01-14 14:55:01.141143,1685680.0,1685260.0,1685470.0,2.49,,
2018-01-14 14:56:02.110340,1685490.0,1685000.0,1685245.0,2.91,,
2018-01-14 14:57:01.119471,1685405.0,1685125.0,1685265.0,1.66,,
2018-01-14 14:58:01.076881,1685575.0,1685040.0,1685307.5,3.17,,
2018-01-14 14:59:01.913828,1686015.0,1685040.0,1685527.5,5.78,,
2018-01-14 15:00:01.149182,1686365.0,1685805.0,1686085.0,3.32,,
2018-01-14 15:01:01.193335,1686285.0,1685805.0,1686045.0,2.85,,
2018-01-14 15:02:01.067340,1685805.0,1685580.0,1685692.5,1.33,,
2018-01-14 15:03:01.180913,1685460.0,1685140.0,1685300.0,1.9,,
2018-01-14 15:04:01.397872,1685250.0,1684900.0,1685075.0,2.08,,
2018-01-14 15:05:01.202947,1687200.0,1686720.0,1686960.0,2.85,,
2018-01-14 15:06:01.526033,1685615.0,1685010.0,1685312.5,3.59,,
2018-01-14 15:07:01.047698,1686685.0,1686635.0,1686660.0,0.3,,
2018-01-14 15:08:01.092563,1685110.0,1685100.0,1685105.0,0.06,,
2018-01-14 15:09:01.375252,1685500.0,1685000.0,1685250.0,2.97,,
2018-01-14 15:10:01.331515,1681530.0,1680575.0,1681052.5,5.68,,
2018-01-14 15:11:01.165829,1681715.0,1681005.0,1681360.0,4.22,,
2018-01-14 15:12:01.115379,1683000.0,1682500.0,1682750.0,2.97,,
2018-01-14 15:13:01.076992,1683105.0,1682970.0,1683037.5,0.8,,
2018-01-14 15:14:01.126053,1687725.0,1687285.0,1687505.0,2.61,,
2018-01-14 15:15:01.048180,1685190.0,1683900.0,1684545.0,7.66,,
2018-01-14 15:16:01.117569,1682725.0,1682005.0,1682365.0,4.28,,
2018-01-14 15:17:01.402720,1683115.0,1683075.0,1683095.0,0.24,,
2018-01-14 15:18:01.264795,1682075.0,1681730.0,1681902.5,2.05,,
2018-01-14 15:19:01.166629,1680010.0,1680005.0,1680007.5,0.03,,
2018-01-14 15:20:01.176375,1679000.0,1678830.0,1678915.0,1.01,,
2018-01-14 15:21:01.089867,1683000.0,1681600.0,1682300.0,8.32,,
2018-01-14 15:22:01.188763,1680785.0,1680610.0,1680697.5,1.04,,
2018-01-14 15:23:01.195901,1679305.0,1679000.0,1679152.5,1.82,,
2018-01-14 15:24:01.177573,1679300.0,1679000.0,1679150.0,1.79,,
2018-01-14 15:25:01.276628,1678620.0,1677915.0,1678267.5,4.2,,
2018-01-14 15:26:01.113669,1679000.0,1678870.0,1678935.0,0.77,,
2018-01-14 15:27:01.205613,1676630.0,1676000.0,1676315.0,3.76,,
2018-01-14 15:28:01.265780,1677000.0,1676900.0,1676950.0,0.6,,
2018-01-14 15:29:01.240121,1679000.0,1678535.0,1678767.5,2.77,,
2018-01-14 15:30:01.160656,1674710.0,1674700.0,1674705.0,0.06,,
2018-01-14 15:31:01.161330,1669810.0,1667215.0,1668512.5,15.55,,
2018-01-14 15:32:01.171159,1672675.0,1671110.0,1671892.5,9.36,,
2018-01-14 15:33:01.149756,1667570.0,1666340.0,1666955.0,7.38,,
2018-01-14 15:34:01.085838,1665770.0,1665000.0,1665385.0,4.62,,
2018-01-14 15:35:01.271928,1667055.0,1665000.0,1666027.5,12.33,,
2018-01-14 15:36:01.107630,1662080.0,1661000.0,1661540.0,6.5,,
2018-01-14 15:37:01.224997,1671000.0,1670505.0,1670752.5,2.96,,
2018-01-14 15:38:01.137801,1669785.0,1668325.0,1669055.0,8.75,,
2018-01-14 15:39:01.135683,1672650.0,1672495.0,1672572.5,0.93,,
2018-01-14 15:40:01.125360,1668060.0,1667215.0,1667637.5,5.07,,
2018-01-14 15:41:01.204379,1667930.0,1667515.0,1667722.5,2.49,,
2018-01-14 15:42:01.218920,1665495.0,1664340.0,1664917.5,6.94,,
2018-01-14 15:43:01.079340,1666590.0,1666480.0,1666535.0,0.66,,
2018-01-14 15:44:01.172366,1670205.0,1670000.0,1670102.5,1.23,,
2018-01-14 15:45:01.303511,1670170.0,1670000.0,1670085.0,1.02,,
2018-01-14 15:46:01.189941,1672295.0,1672170.0,1672232.5,0.75,,
2018-01-14 15:47:01.194988,1669735.0,1667605.0,1668670.0,12.76,,
2018-01-14 15:48:01.227876,1667705.0,1667480.0,1667592.5,1.35,,
2018-01-14 15:49:01.226120,1669530.0,1668545.0,1669037.5,5.9,,
2018-01-14 15:50:01.113236,1671500.0,1670550.0,1671025.0,5.69,,
2018-01-14 15:51:01.104446,1669600.0,1668050.0,1668825.0,9.29,,
2018-01-14 15:52:01.202969,1675600.0,1675000.0,1675300.0,3.58,,
2018-01-14 15:53:01.172827,1676395.0,1676200.0,1676297.5,1.16,,
2018-01-14 15:54:01.290205,1679155.0,1677005.0,1678080.0,12.81,,
2018-01-14 15:55:01.183025,1675130.0,1675020.0,1675075.0,0.66,,
2018-01-14 15:56:02.161940,1674410.0,1674180.0,1674295.0,1.37,,
2018-01-14 15:57:01.103699,1673240.0,1673000.0,1673120.0,1.43,,
2018-01-14 15:58:01.149053,1674175.0,1673985.0,1674080.0,1.13,,
2018-01-14 15:59:01.090584,1674415.0,1674220.0,1674317.5,1.16,,
2018-01-14 16:00:01.264506,1671295.0,1670565.0,1670930.0,4.37,,
2018-01-14 16:01:01.177333,1668510.0,1668220.0,1668365.0,1.74,,
2018-01-14 16:02:01.120934,1668170.0,1667765.0,1667967.5,2.43,,
2018-01-14 16:03:01.054757,1667170.0,1666955.0,1667062.5,1.29,,
2018-01-14 16:04:01.149675,1664760.0,1664150.0,1664455.0,3.66,,
2018-01-14 16:05:01.073249,1667600.0,1667465.0,1667532.5,0.81,,
2018-01-14 16:06:01.112300,1671980.0,1670305.0,1671142.5,10.02,,
2018-01-14 16:07:01.191419,1668380.0,1665870.0,1667125.0,15.06,,
2018-01-14 16:08:01.165215,1668500.0,1667385.0,1667942.5,6.68,,
2018-01-14 16:09:01.193625,1669185.0,1668295.0,1668740.0,5.33,,
2018-01-14 16:10:01.140163,1670200.0,1669820.0,1670010.0,2.28,,
2018-01-14 16:11:01.201251,1673500.0,1672570.0,1673035.0,5.56,,
2018-01-14 16:12:01.221933,1671725.0,1671500.0,1671612.5,1.35,,
2018-01-14 16:13:01.146660,1669310.0,1669160.0,1669235.0,0.9,,
2018-01-14 16:14:01.141205,1670205.0,1670200.0,1670202.5,0.03,,
2018-01-14 16:15:01.047825,1673210.0,1672700.0,1672955.0,3.05,,
2018-01-14 16:16:01.141246,1674005.0,1673340.0,1673672.5,3.97,,
2018-01-14 16:17:01.069133,1674655.0,1674650.0,1674652.5,0.03,,
2018-01-14 16:18:01.198478,1672200.0,1671520.0,1671860.0,4.07,,
2018-01-14 16:19:01.206994,1672595.0,1672580.0,1672587.5,0.09,,
2018-01-14 16:20:01.233028,1674730.0,1674525.0,1674627.5,1.22,,
2018-01-14 16:21:01.212155,1677000.0,1676975.0,1676987.5,0.15,,
2018-01-14 16:22:01.160865,1676780.0,1676325.0,1676552.5,2.71,,
2018-01-14 16:23:01.130907,1682000.0,1681380.0,1681690.0,3.69,,
2018-01-14 16:24:01.226016,1679000.0,1678485.0,1678742.5,3.07,,
2018-01-14 16:25:01.290210,1678695.0,1676905.0,1677800.0,10.67,,
2018-01-14 16:26:01.114543,1681185.0,1680505.0,1680845.0,4.05,,
2018-01-14 16:27:01.135937,1680500.0,1680300.0,1680400.0,1.19,,
2018-01-14 16:28:01.160691,1682185.0,1681750.0,1681967.5,2.59,,
2018-01-14 16:29:01.568918,1682510.0,1681805.0,1682157.5,4.19,,
2018-01-14 16:30:01.419744,1681105.0,1681060.0,1681082.5,0.27,,
2018-01-14 16:31:01.297642,1681110.0,1681005.0,1681057.5,0.62,,
2018-01-14 16:32:01.259802,1676450.0,1675820.0,1676135.0,3.76,,
2018-01-14 16:33:01.185848,1678565.0,1677725.0,1678145.0,5.01,,
2018-01-14 16:34:01.231789,1679750.0,1678940.0,1679345.0,4.82,,
2018-01-14 16:35:01.061632,1677050.0,1677020.0,1677035.0,0.18,,
2018-01-14 16:36:01.144151,1678090.0,1678085.0,1678087.5,0.03,,
2018-01-14 16:37:01.259706,1678690.0,1677990.0,1678340.0,4.17,,
2018-01-14 16:38:01.093674,1678085.0,1677985.0,1678035.0,0.6,,
2018-01-14 16:39:01.152476,1677500.0,1677360.0,1677430.0,0.83,,
2018-01-14 16:40:01.306678,1677625.0,1677535.0,1677580.0,0.54,,
2018-01-14 16:41:01.208815,1677330.0,1677210.0,1677270.0,0.72,,
2018-01-14 16:42:01.226067,1675700.0,1675020.0,1675360.0,4.06,,
2018-01-14 16:43:01.048975,1672585.0,1672100.0,1672342.5,2.9,,
2018-01-14 16:44:01.061180,1675215.0,1674370.0,1674792.5,5.05,,
2018-01-14 16:45:01.102973,1671375.0,1670000.0,1670687.5,8.23,,
2018-01-14 16:46:01.199979,1672080.0,1672075.0,1672077.5,0.03,,
2018-01-14 16:47:01.201916,1675365.0,1674390.0,1674877.5,5.82,,
2018-01-14 16:48:01.143782,1674825.0,1674615.0,1674720.0,1.25,,
2018-01-14 16:49:01.105528,1676550.0,1675215.0,1675882.5,7.97,,
2018-01-14 16:50:01.189010,1677980.0,1677235.0,1677607.5,4.44,,
2018-01-14 16:51:01.128349,1680000.0,1678290.0,1679145.0,10.18,,
2018-01-14 16:52:01.290701,1683830.0,1683635.0,1683732.5,1.16,,
2018-01-14 16:53:01.225792,1685020.0,1684980.0,1685000.0,0.24,,
2018-01-14 16:54:01.048212,1685400.0,1685185.0,1685292.5,1.28,,
2018-01-14 16:55:01.078856,1686980.0,1686615.0,1686797.5,2.16,,
2018-01-14 16:56:01.211961,1691200.0,1690850.0,1691025.0,2.07,,
2018-01-14 16:57:01.217029,1688120.0,1687495.0,1687807.5,3.7,,
2018-01-14 16:58:01.172399,1692995.0,1692795.0,1692895.0,1.18,,
2018-01-14 16:59:01.201158,1694055.0,1694000.0,1694027.5,0.32,,
2018-01-14 17:00:01.211050,1694000.0,1693490.0,1693745.0,3.01,,
2018-01-14 17:01:01.214162,1691350.0,1691045.0,1691197.5,1.8,,
2018-01-14 17:02:01.167872,1692145.0,1691620.0,1691882.5,3.1,,
2018-01-14 17:03:01.139184,1688480.0,1688420.0,1688450.0,0.36,,
2018-01-14 17:04:01.147314,1689955.0,1689225.0,1689590.0,4.32,,
2018-01-14 17:05:01.272522,1687410.0,1687310.0,1687360.0,0.59,,
2018-01-14 17:06:01.210915,1690285.0,1690225.0,1690255.0,0.35,,
2018-01-14 17:07:01.198582,1690625.0,1689960.0,1690292.5,3.93,,
2018-01-14 17:08:01.221887,1692000.0,1691790.0,1691895.0,1.24,,
2018-01-14 17:09:01.199653,1692500.0,1691885.0,1692192.5,3.63,,
2018-01-14 17:10:01.253217,1693300.0,1692045.0,1692672.5,7.41,,
2018-01-14 17:11:01.101800,1693260.0,1691960.0,1692610.0,7.68,,
2018-01-14 17:12:01.319331,1688830.0,1688700.0,1688765.0,0.77,,
2018-01-14 17:13:01.104447,1689395.0,1688000.0,1688697.5,8.26,,
2018-01-14 17:14:01.175705,1688355.0,1688200.0,1688277.5,0.92,,
2018-01-14 17:15:01.196219,1688895.0,1687890.0,1688392.5,5.95,,
2018-01-14 17:16:01.164845,1686945.0,1685705.0,1686325.0,7.35,,
2018-01-14 17:17:01.097963,1683790.0,1683560.0,1683675.0,1.37,,
2018-01-14 17:18:01.165332,1688000.0,1687570.0,1687785.0,2.55,,
2018-01-14 17:19:01.185146,1688705.0,1688015.0,1688360.0,4.09,,
2018-01-14 17:20:01.240800,1689835.0,1688850.0,1689342.5,5.83,,
2018-01-14 17:21:01.127532,1689540.0,1689245.0,1689392.5,1.75,,
2018-01-14 17:22:01.124730,1687300.0,1687125.0,1687212.5,1.04,,
2018-01-14 17:23:01.152867,1688500.0,1688000.0,1688250.0,2.96,,
2018-01-14 17:24:01.087094,1690000.0,1689010.0,1689505.0,5.86,,
2018-01-14 17:25:01.217594,1688900.0,1688485.0,1688692.5,2.46,,
2018-01-14 17:26:01.149967,1688530.0,1688520.0,1688525.0,0.06,,
2018-01-14 17:27:01.085618,1690350.0,1689545.0,1689947.5,4.76,,
2018-01-14 17:28:01.167207,1696560.0,1694020.0,1695290.0,14.98,,
2018-01-14 17:29:01.135735,1694440.0,1693510.0,1693975.0,5.49,,
2018-01-14 17:30:01.175720,1692305.0,1691530.0,1691917.5,4.58,,
2018-01-14 17:31:01.149686,1692420.0,1692070.0,1692245.0,2.07,,
2018-01-14 17:32:01.177774,1690535.0,1690270.0,1690402.5,1.57,,
2018-01-14 17:33:01.107298,1692995.0,1692475.0,1692735.0,3.07,,
2018-01-14 17:34:01.240180,1696000.0,1695505.0,1695752.5,2.92,,
2018-01-14 17:35:01.130684,1693970.0,1693795.0,1693882.5,1.03,,
2018-01-14 17:36:01.176194,1693695.0,1693015.0,1693355.0,4.02,,
2018-01-14 17:37:01.712490,1690795.0,1689500.0,1690147.5,7.66,,
2018-01-14 17:38:01.279167,1687880.0,1687560.0,1687720.0,1.9,,
2018-01-14 17:39:01.125333,1693950.0,1693205.0,1693577.5,4.4,,
2018-01-14 17:40:01.054039,1691180.0,1690700.0,1690940.0,2.84,,
2018-01-14 17:41:01.081811,1692985.0,1691990.0,1692487.5,5.88,,
2018-01-14 17:42:01.200200,1693970.0,1692985.0,1693477.5,5.82,,
2018-01-14 17:43:01.208262,1694525.0,1694335.0,1694430.0,1.12,,
2018-01-14 17:44:01.187183,1698740.0,1698710.0,1698725.0,0.18,,
2018-01-14 17:45:01.219909,1692760.0,1691370.0,1692065.0,8.21,,
2018-01-14 17:46:01.073176,1695655.0,1695080.0,1695367.5,3.39,,
2018-01-14 17:47:01.106184,1705830.0,1702320.0,1704075.0,20.6,,
2018-01-14 17:48:01.154217,1709930.0,1704020.0,1706975.0,34.62,,
2018-01-14 17:49:01.118201,1709010.0,1707550.0,1708280.0,8.55,,
2018-01-14 17:50:01.136417,1705440.0,1705325.0,1705382.5,0.67,,
2018-01-14 17:51:01.119820,1702530.0,1702030.0,1702280.0,2.94,,
2018-01-14 17:52:01.062565,1705575.0,1705210.0,1705392.5,2.14,,
2018-01-14 17:53:01.175110,1706425.0,1706150.0,1706287.5,1.61,,
2018-01-14 17:54:01.203854,1704490.0,1704060.0,1704275.0,2.52,,
2018-01-14 17:55:01.286173,1704830.0,1704790.0,1704810.0,0.23,,
2018-01-14 17:56:01.157599,1707500.0,1706565.0,1707032.5,5.48,,
2018-01-14 17:57:01.148602,1703670.0,1703170.0,1703420.0,2.94,,
2018-01-14 17:58:01.160130,1701755.0,1701495.0,1701625.0,1.53,,
2018-01-14 17:59:01.197736,1701755.0,1701260.0,1701507.5,2.91,,
2018-01-14 18:00:01.201723,1703010.0,1703005.0,1703007.5,0.03,,
2018-01-14 18:01:01.226083,1701855.0,1701230.0,1701542.5,3.67,,
2018-01-14 18:02:01.137250,1703135.0,1701410.0,1702272.5,10.13,,
2018-01-14 18:03:01.107674,1705800.0,1705620.0,1705710.0,1.06,,
2018-01-14 18:04:01.116673,1704505.0,1704390.0,1704447.5,0.67,,
2018-01-14 18:05:01.042212,1704855.0,1704725.0,1704790.0,0.76,,
2018-01-14 18:06:01.093576,1704075.0,1703975.0,1704025.0,0.59,,
2018-01-14 18:07:01.131625,1703020.0,1702945.0,1702982.5,0.44,,
2018-01-14 18:08:01.068697,1709985.0,1709000.0,1709492.5,5.76,,
2018-01-14 18:09:01.174485,1708690.0,1708255.0,1708472.5,2.55,,
2018-01-14 18:10:01.231259,1710840.0,1710695.0,1710767.5,0.85,,
2018-01-14 18:11:01.097728,1710840.0,1710340.0,1710590.0,2.92,,
2018-01-14 18:12:01.141172,1711215.0,1710330.0,1710772.5,5.17,,
2018-01-14 18:13:01.150253,1712895.0,1712265.0,1712580.0,3.68,,
2018-01-14 18:14:01.110793,1715100.0,1714790.0,1714945.0,1.81,,
