timestamp,ask,bid,mid,spread,health,state
2018-01-14 14:37:01.099493,1643864.32997,1643018.65807,1643441.49402,5.15,,
2018-01-14 14:38:01.157284,1642664.1416,1642640.26323,1642652.202415,0.15,,
2018-01-14 14:39:01.123524,1643618.26,1642782.73428,1643200.49714,5.08,,
2018-01-14 14:40:01.075934,1644002.54256,1643167.01,1643584.7762799999,5.08,,
2018-01-14 14:41:01.133603,1643392.88,1642712.0,1643052.44,4.14,,
2018-01-14 14:42:01.103654,1644417.61999,1643547.28165,1643982.45082,5.29,,
2018-01-14 14:43:01.200823,1643626.40394,1642751.58,1643188.99197,5.32,,
2018-01-14 14:44:01.168041,1642509.33906,1641665.92485,1642087.631955,5.14,,
2018-01-14 14:45:01.129525,1642263.77,1641339.94091,1641801.855455,5.63,,
2018-01-14 14:46:01.095863,1640326.99,1639000.0,1639663.495,8.09,,
2018-01-14 14:47:01.157670,1635766.9,1634566.30635,1635166.6031749998,7.34,,
2018-01-14 14:48:01.114836,1634843.29002,1633905.45509,1634374.372555,5.74,,
2018-01-14 14:49:01.077962,1633979.43811,1633056.2834,1633517.860755,5.65,,
2018-01-14 14:50:01.162637,1634000.0,1633169.46053,1633584.730265,5.08,,
2018-01-14 14:51:01.152389,1636241.0,1635410.48826,1635825.74413,5.08,,
2018-01-14 14:52:01.147671,1635499.80365,1634671.18001,1635085.49183,5.07,,
2018-01-14 14:53:01.127410,1638273.0,1637441.55915,1637857.279575,5.08,,
2018-01-14 14:54:01.109928,1638972.0,1638151.73395,1638561.8669750001,5.01,,
2018-01-14 14:55:01.128864,1638100.0,1637261.17818,1637680.58909,5.12,,
2018-01-14 14:56:01.122150,1638100.0,1638000.0,1638050.0,0.61,,
2018-01-14 14:57:01.082408,1638841.99999,1638000.0,1638420.999995,5.14,,
2018-01-14 14:58:01.160283,1638846.0183,1638002.0,1638424.00915,5.15,,
2018-01-14 14:59:01.127631,1638845.0,1638000.0,1638422.5,5.16,,
2018-01-14 15:00:01.122494,1638843.0,1637998.76336,1638420.88168,5.15,,
2018-01-14 15:01:01.145499,1638826.75104,1638144.49075,1638485.6208950002,4.16,,
2018-01-14 15:02:01.143194,1638224.56,1637254.63112,1637739.59556,5.92,,
2018-01-14 15:03:01.124937,1639139.67,1638300.0634,1638719.8667000001,5.12,,
2018-01-14 15:04:01.112092,1639145.77461,1638303.01,1638724.392305,5.14,,
2018-01-14 15:05:01.085871,1640035.67876,1639191.52377,1639613.6012650002,5.15,,
2018-01-14 15:06:01.164422,1637317.40191,1636637.86934,1636977.635625,4.15,,
2018-01-14 15:07:01.130072,1638720.70135,1638459.60693,1638590.15414,1.59,,
2018-01-14 15:08:01.083014,1638473.74999,1637630.06354,1638051.906765,5.15,,
2018-01-14 15:09:01.134910,1635645.4121,1634791.24692,1635218.32951,5.22,,
2018-01-14 15:10:01.090820,1634452.0,1632101.51002,1633276.75501,14.39,,
2018-01-14 15:11:01.188797,1634471.01,1633632.83957,1634051.924785,5.13,,
2018-01-14 15:12:01.150938,1634493.8901,1633271.01,1633882.45005,7.48,,
2018-01-14 15:13:01.115642,1635856.62272,1634397.30432,1635126.9635200002,8.92,,
2018-01-14 15:14:01.175979,1637136.66269,1636305.0,1636720.8313449998,5.08,,
2018-01-14 15:15:01.297293,1634978.74,1634749.95405,1634864.347025,1.4,,
2018-01-14 15:16:01.155253,1635577.99998,1634150.75,1634864.37499,8.73,,
2018-01-14 15:17:01.147334,1634986.28721,1634150.74,1634568.513605,5.11,,
2018-01-14 15:18:01.088308,1634410.91173,1633769.46346,1634090.187595,3.93,,
2018-01-14 15:19:01.161160,1631339.80916,1630523.30006,1630931.55461,5.01,,
2018-01-14 15:20:01.129647,1631127.60537,1630521.50537,1630824.55537,3.72,,
2018-01-14 15:21:01.082999,1633249.25728,1632512.48376,1632880.8705199999,4.51,,
2018-01-14 15:22:01.136307,1631728.0045,1630947.92535,1631337.964925,4.78,,
2018-01-14 15:23:01.101792,1630833.46,1630000.0,1630416.73,5.11,,
2018-01-14 15:24:01.173817,1629848.2,1629000.0,1629424.1,5.21,,
2018-01-14 15:25:01.140792,1629036.06035,1628156.01001,1628596.0351800001,5.4,,
2018-01-14 15:26:01.130750,1629000.03924,1628158.96621,1628579.502725,5.16,,
2018-01-14 15:27:01.115640,1626841.02833,1626001.0,1626421.014165,5.16,,
